# Data from Clarivate Analytics' Web of Science, retrieved 5 December 2018
# This file generated on 2019-01-31 11:21:20
item,id,year,title,AU,SO,DE
101,WOS:000366074400041,2016,Soil solution concentrations and chemical species of copper and zinc in a soil with a history of pig slurry application and plant cultivation,"De Conti, L|Ceretta, CA|Ferreira, PAA|Lourenzi, CR|Girotto, E|Lorensini, F|Tiecher, TL|Marchezan, C|Anchieta, MG|Brunetto, G",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,poaceae pig slurry speciation modeling dissolved organic carbon
102,WOS:000393738700071,2017,Geochemical Parameters and Reductive Dechlorination Determine Aerobic Cometabolic vs Aerobic Metabolic Vinyl Chloride Biodegradation at Oxic/Anoxic Interface of Hyporheic Zones,"Atashgahi, S|Lu, Y|Ramiro-Garcia, J|Peng, P|Maphosa, F|Sipkema, D|Dejonghe, W|Smidt, H|Springael, D",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
103,WOS:000333952800003,2014,Fingering systems for electronic musical instruments,"Hartvigsen, D",JOURNAL OF MATHEMATICS AND MUSIC,musical instrument design combinatorial optimization gray codes
104,WOS:000172820300013,2001,"Effect of varying pesticide exposure duration and concentration on the toxicity of carbaryl to two field-collected stream invertebrates, Calineuria californica (Plecoptera : Perlidae) and Cinygma sp (Ephemeroptera : Heptageniidae)","Peterson, JL|Jepson, PC|Jenkins, JJ",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,pulsed exposure recovery macroinvertebrates postexposure effects uncertainty analysis
105,WOS:000305463100010,2012,Water quality-based assessment of urban drainage impacts in Europe - where do we stand today?,"Blumensaat, F|Staufer, P|Heusch, S|Reussner, F|Schutze, M|Seiffert, S|Gruber, G|Zawilski, M|Rieckermann, J",WATER SCIENCE AND TECHNOLOGY,decision making integrated urban water management receiving water quality uncertainty analysis water quality-based impact assessment
106,WOS:000327999400041,2013,Optimal Ozone Reduction Policy Design Using Adjoint-Based NOx Marginal Damage Information,"Mesbah, SM|Hakami, A|Schott, S",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
107,WOS:000179798300012,2003,Evaluation of the fire simulation processes of the national fire management system's initial attack analysis processor,"Dimitrakopoulos, AP|Omi, PN",ENVIRONMENTAL MANAGEMENT,forest fires fire management fire simulation models fire economics strategic fire planning wildland fire policy sensitivity analysis
108,WOS:000418207900037,2017,Coordinated dispatching and acquisition fee decisions for a collection center in a reverse supply chain,"Alegoz, M|Kaya, O",COMPUTERS & INDUSTRIAL ENGINEERING,reverse supply chain collection acquisition fee dispatching dynamic programming
109,WOS:000088599100072,2000,The algorithm for recognition of subsurface cracks,"Gawrylczyk, KM",COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,algorithms finite element method flaw detection
110,WOS:000280938300009,2010,Sensitivity analysis of two-dimensional steady-state aquifer flow equations. Implications for groundwater flow model calibration and validation,"Mazzilli, N|Guinot, V|Jourde, H",ADVANCES IN WATER RESOURCES,perturbation approach model sensitivity model calibration well network design groundwater flow modelling
111,WOS:000323860700053,2013,Development of an estuarine multi-metric fish index and its application to Irish transitional waters,"Harrison, TD|Kelly, FL",ECOLOGICAL INDICATORS,ecological integrity eqr (ecological quality ratio) fish community estuary ireland water framework directive
112,WOS:000349429800010,2015,"Modelling chain for the effect of road traffic on air and water quality: Techniques, current status and future prospects","Shorshani, MF|Andre, M|Bonhomme, C|Seigneur, C",ENVIRONMENTAL MODELLING & SOFTWARE,integrated modelling traffic emission air pollution water pollution
113,WOS:000399624000044,2017,Prioritizing the barriers to achieve sustainable consumption and production trends in supply chains using fuzzy Analytical Hierarchy Process,"Mangla, SK|Govindan, K|Luthra, S",JOURNAL OF CLEANER PRODUCTION,sustainable consumption and production barriers supply chain management fuzzy analytic hierarchy process multi criteria decision making
114,WOS:000399656500001,2017,Assessing the Vulnerability of Winter Maintenance Material Storage Facilities,"Holik, WA|Schneider, WH|Huang, QD",JOURNAL OF COLD REGIONS ENGINEERING,risk analysis winter maintenance salt storage sensitivity analysis
115,WOS:000413954100002,2017,Simulating influenza pandemic dynamics with public risk communication and individual responsive behavior,"Zhong, W",COMPUTATIONAL AND MATHEMATICAL ORGANIZATION THEORY,influenza forecasting responsive behavior public risk communication agent-based modeling
116,WOS:000331298000027,2014,Theoretical Comparison of the Iodine Quantification Accuracy of Two Spectral CT Technologies,"Bornefalk, H|Persson, M",IEEE TRANSACTIONS ON MEDICAL IMAGING,dual energy computed tomography (ct) iodine quantification photon counting multibin ct spectral ct
117,WOS:000185996500005,2003,Numerical modeling of diazinon transport through inter-row vegetative filter strips,"Watanabe, H|Grismer, ME",JOURNAL OF ENVIRONMENTAL MANAGEMENT,vegetative filter strips modeling pesticides runoff orchards diazinon
118,WOS:000313134400069,2013,A multi-objective mathematical optimization model for process targeting using 100% inspection policy,"Duffuaa, SO|El-Ga'aly, A",APPLIED MATHEMATICAL MODELLING,process targeting multi-objective optimization quadratic loss function
119,WOS:000255538000022,2008,Fuzzy quantifiers in sensitivity analysis of OWA operator,"Zarghami, M|Szidarovszky, F",COMPUTERS & INDUSTRIAL ENGINEERING,owa operator fuzzy quantifiers unimodal quantifiers sensitivity analysis
120,WOS:000383930500017,2016,Modelling cadmium contamination in paddy soils under long-term remediation measures: Model development and stochastic simulations,"Peng, C|Wang, M|Chen, WP",ENVIRONMENTAL POLLUTION,mass balance model stochastic model heavy metals soil pollution monte carlo simulation pam-hms risk prediction
121,WOS:000415940400002,2017,VARIANCE-BASED SENSITIVITY INDICES OF COMPUTER MODELS WITH DEPENDENT INPUTS: THE FOURIER AMPLITUDE SENSITIVITY TEST,"Tarantola, S|Mara, TA",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,fourier amplitude sensitivity test inverse rosenblatt transformation inverse nataf transformation variance-based sensitivity indices dependent contributions independent contributions
122,WOS:000282112900010,2010,A BE-based shape optimization method enhanced by topological derivative for sound scattering problems,"Abe, K|Fujiu, T|Koro, K",ENGINEERING ANALYSIS WITH BOUNDARY ELEMENTS,sound insulating wall boundary elements level set method topology optimization topological derivative design sensitivity analysis
123,WOS:000309834900004,2012,Impact of radar-rainfall error structure on estimated flood magnitude across scales: An investigation based on a parsimonious distributed hydrological model,"Cunha, LK|Mandapaka, PV|Krajewski, WF|Mantilla, R|Bradley, AA",WATER RESOURCES RESEARCH,
124,WOS:000286782400061,2011,Bayesian approach to estimating margin of safety for total maximum daily load development,"Patil, A|Deng, ZQ",JOURNAL OF ENVIRONMENTAL MANAGEMENT,bayesian approach dissolved oxygen margin of safety tmdl uncertainty
125,WOS:000321761700003,2013,Perspectives on effectively constraining the location of a massive trans-Plutonian object with the New Horizons spacecraft: a sensitivity analysis,"Iorio, L",CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,planets planet x range perturbations
126,WOS:000400957900001,2017,Uncertainty quantification for engineering design,"Ghanem, R|Du, XP",AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,
127,WOS:000340304300022,2014,Improving lead time of pharmaceutical production processes using Monte Carlo simulation,"Eberle, LG|Sugiyama, H|Schmidt, R",COMPUTERS & CHEMICAL ENGINEERING,monte carlo simulation sensitivity analysis supply chain pharmaceutical production decision-making industrial application
128,WOS:000338632200024,2014,Intermediate electrostatic field for the elongation method,"Kuzniarowicz, P|Liu, K|Aoki, Y|Gu, FL|Stachowicz, A|Korchowiec, J",JOURNAL OF MOLECULAR MODELING,charge sensitivity analysis electronegativity equalization equations elongation cutoff method elongation method population analyses order-n methods
129,WOS:000288463600002,2011,New diagnostic estimates of variations in terrestrial water storage based on ERA-Interim data,"Mueller, B|Hirschi, M|Seneviratne, SI",HYDROLOGICAL PROCESSES,terrestrial water storage water-balance era-interim
130,WOS:000386560600005,2016,SOFTWARE RELIABILITY GROWTH MODEL WITH TEMPORAL CORRELATION IN A NETWORK ENVIRONMENT,"Xu, JJ|Yao, SZ|Yang, SK|Wang, P",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,uncertainty quantification reliability nhpp noise correlation
131,WOS:000390002300001,2016,Development of a Practical Tool for the Assessment of Biological Performances in Wastewater Treatment Plants,"Malinverni, FF|Genon, G|Ruffino, B",CLEAN-SOIL AIR WATER,assessment tool kinetics mass balances nitrogen removal wastewater treatment
132,WOS:000259453600005,2008,Analysis of atmospheric ozone concentration trends as measured by eighth highest values,"Yang, HH|Chen, HW|Chi, TW|Chuang, PY",AEROSOL AND AIR QUALITY RESEARCH,air quality standard confidence interval monte carlo method eighth highest value logistic regression
133,WOS:000365367500015,2015,"Uncertainty quantification for a sailing yacht hull, using multi-fidelity kriging","de Baar, J|Roberts, S|Dwight, R|Mallol, B",COMPUTERS & FLUIDS,uncertainty quantification multi-fidelity kriging rans free-surface
134,WOS:000235598200004,2006,"Estimating infiltration in the upper split wash watershed, Yucca Mountain, Nevada","Woolhiser, DA|Fedors, RW|Smith, RE|Stothoff, SA",JOURNAL OF HYDROLOGIC ENGINEERING,
135,WOS:000186661200005,2003,Development and application of computer simulation tools for ecological risk assessment,"Lu, HY|Axe, L|Tyson, TA",ENVIRONMENTAL MODELING & ASSESSMENT,ecological risk assessment exposure model heavy metals food web
136,WOS:000334534500013,2014,Partitioning of evapotranspiration through oxygen isotopic measurements of water pools and fluxes in a temperate grassland,"Hu, ZM|Wen, XF|Sun, XM|Li, LH|Yu, GR|Lee, XH|Li, SG",JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,evapotranspiration partitioning tunable diode laser oxygen isotope 18o-h2o temperate grassland
137,WOS:000400957900002,2017,Reliable flow in stochastic supply networks servicing pre- and after-sales markets,"Rezapour, S|Allen, JK|Mistree, F",AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING,after-sales services reliability supply network planning uncertainty propagation
138,WOS:000326123600033,2013,On the Contribution of Biomass Burning to POPs (PAHs and PCDDs) in Air in Africa,"Lammel, G|Heil, A|Stemmler, I|Dvorska, A|Klanova, J",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
139,WOS:000354779700004,2015,A probabilistic collocation Eulerian-Lagrangian localized adjoint method on sparse grids for assessing CO2 leakage through wells in randomly heterogeneous porous media,"Wang, H|Ren, YQ|Jia, JH|Celia, MA",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,co2 sequestration and leakage eulerian-lagrangian method heterogeneous porous media probabilistic collocation method risk assessment uncertainty quantification
140,WOS:000305299400019,2012,A priori experimental design for inverse identification of magnetic material properties of an electromagnetic device using uncertainty analysis,"Abdallh, AA|Crevecoeur, G|Dupre, L",COMPEL-THE INTERNATIONAL JOURNAL FOR COMPUTATION AND MATHEMATICS IN ELECTRICAL AND ELECTRONIC ENGINEERING,electromagnetism magnetic devices physical properties of materials optimum design optimal experiment design stochastic cramer-rao bound inverse problem magnetic material identification
141,WOS:000405457500032,2017,Estimating the shear stress distribution in circular channels based on the randomized neural network technique,"Khozani, ZS|Bonakdari, H|Zaji, AH",APPLIED SOFT COMPUTING,shear stress open channel sediment circular
142,WOS:000265125700010,2009,A technique for the calibration of hydraulic models using uncertain satellite observations of flood extent,"Di Baldassarre, G|Schumann, G|Bates, PD",JOURNAL OF HYDROLOGY,hydraulic models remote sensing calibration flood inundation maps
143,WOS:000306041500002,2012,A watershed-scale design optimization model for stormwater best management practices,"Lee, JG|Selvakumar, A|Alvi, K|Riverson, J|Zhen, JX|Shoemaker, L|Lai, FH",ENVIRONMENTAL MODELLING & SOFTWARE,stormwater management decision-support system best management practices (bmps) bmp modeling low impact development (lid) green infrastructure (gi) design optimization model cost-effectiveness
144,WOS:000348378600002,2015,The Rationality of Punishment - Measuring the Severity of Crimes: An AHP-Based Orders-of-Magnitude Approach,"Saaty, TL|Ozdemir, MS|Shang, JS",INTERNATIONAL JOURNAL OF INFORMATION TECHNOLOGY & DECISION MAKING,decision aid multivariate measurement crime and punishment ahp
145,WOS:000372076700011,2016,Multi-level Monte Carlo finite volume methods for uncertainty quantification of acoustic wave propagation in random heterogeneous layered medium,"Mishra, S|Schwab, C|Sukys, J",JOURNAL OF COMPUTATIONAL PHYSICS,uncertainty quantification acoustic wave equation multi-level monte carlo finite volume method linear scaling log-normal random layered media bias-free upscaling high performance computing
146,WOS:000242329500020,2006,Hydrological modeling of tropical closed Lake Ihotry (SW Madagascar): Sensitivity analysis and implications for paleohydrological reconstructions over the past 4000 years,"Vallet-Coulomb, C|Gasse, F|Robison, L|Ferry, L|Van Campo, E|Chalie, F",JOURNAL OF HYDROLOGY,water balance lake model climate change evaporation madagascar
147,WOS:000359996000004,2015,STOCHASTIC GALERKIN METHODS AND MODEL ORDER REDUCTION FOR LINEAR DYNAMICAL SYSTEMS,"Pulch, R|ter Maten, EJW",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,stochastic modeling polynomial chaos stochastic galerkin method model order reduction quadrature dynamical systems uncertainty quantification
148,WOS:000352328800014,2015,Bi-directional risk assessment in carbon capture and storage with Bayesian Networks,"Gerstenberger, MC|Christophersen, A|Buxton, R|Nicol, A",INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,ccs bayesian networks risk assessment
149,WOS:000286291500008,2010,Assessment of the water quality of a river catchment by chemometric expertise,"Tsakovski, S|Astel, A|Simeonov, V",JOURNAL OF CHEMOMETRICS,water quality self-organizing maps hasse diagram technique chemometrics sensitivity analysis
150,WOS:000181785000041,2003,Quantitative risk assessment of Cryptosporidium in surface water treatment,"Medema, GJ|Hoogenboezm, W|van der Veer, AJ|Ketelaars, HAM|Hilnen, WAM|Nobel, PJ",WATER SCIENCE AND TECHNOLOGY,cryptosporidium drinking water probability distributions risk assessment treatment efficiency
151,WOS:000361249300026,2015,Evaluation of hydrodynamic behavior of the perforated gas distributor of industrial gas phase polymerization reactor using CFD-PBM coupled model,"Akbari, V|Borhani, TNG|Aramesh, R|Abd Hamid, MK|Shamiri, A|Hussain, MA",COMPUTERS & CHEMICAL ENGINEERING,computational fluid dynamics population balance model gas phase fluidized bed polymerization reactor direct quadrature method of moments perforated distributor
