# Data from Clarivate Analytics' Web of Science, retrieved 5 December 2018
# This file generated on 2018-12-12 14:21:07
item,id,year,title,AU,SO,DE
4307,WOS:000293906500011,2011,Sensitivity Analysis of a Two-Dimensional Quantitative Microbiological Risk Assessment: Keeping Variability and Uncertainty Separated,"Busschaert, Pieter|Geeraerd, Annemie H.|Uyttendaele, Mieke|Van Impe, Jan F.",RISK ANALYSIS,quantitative microbiological risk assessment|sensitivity analysis|uncertainty|variability
4308,WOS:000292433800006,2011,Performance and sensitivity analysis of stormwater models using a Bayesian approach and long-term high resolution data,"Dotto, C. B. S.|Kleidorfer, M.|Deletic, A.|Rauch, W.|McCarthy, D. T.|Fletcher, T. D.",ENVIRONMENTAL MODELLING & SOFTWARE,rainfall/runoff model|water quality model|calibration|sensitivity analysis|monte carlo markov chain
4309,WOS:000334481100018,2014,A level set method for shape and topology optimization of both structure and support of continuum structures,"Xia, Qi|Wang, Michael Yu|Shi, Tielin",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,level set method|homogeneous neumann boundary|dirichlet boundary|shape and topology optimization|shape derivative
4310,WOS:000340172900003,2014,Transferability of hydrological model parameter spaces in the estimation of runoff in ungauged catchments,"Zelelew, Mulugeta B.|Alfredsen, Knut",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,behavioural model parameter set|donor catchment|hbv hydrological model|model performance convergence|ungauged catchment
4311,WOS:000277882000030,2010,Modelling reactive CAH transport using batch experiment degradation kinetics,"Haest, Pieter J.|Springael, Dirk|Smolders, Erik",WATER RESEARCH,dehalococcoides|microbial transport|reactive transport|reductive dechlorination|tce
4312,WOS:000398996203079,2015,ARTIFICIAL NEURAL NETWORK MODELING TO PREDICT COMPLEX BRIDGE PIER SCOUR DEPTH,"Ghodsi, Habibeh|Khanjani, Mohammad J.|Beheshti, Ali A.|Mynett, A",PROCEEDINGS OF THE 36TH IAHR WORLD CONGRESS,scour depth|complex piers|neural network|sensitivity analysis
4313,WOS:000318353300012,2013,Can the past predict the future? Experimental tests of historically based population models,"Adler, Peter B.|Byrne, Kerry M.|Leiker, James",GLOBAL CHANGE BIOLOGY,climate change|competition|demography|ecological forecasting|mixed-grass prairie|plant ecology
4314,WOS:000398951100005,2017,High-fidelity aerostructural optimization with integrated geometry parameterization and mesh movement,"Zhang, Zimi J.|Khosravi, Shahriar|Zingg, David W.",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,multidisciplinary optimization|aerostructural optimization|computational fluid dynamics|aerodynamics|geometry parameterization|mesh movement|coupled adjoint
4315,WOS:000386360300003,2016,Surrogate-Based Sensitivity Analysis and Uncertainty Analysis for DNAPL-Contaminated Aquifer Remediation,"Hou, Zeyu|Lu, Wenxi|Chen, Mo",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT,dense nonaqueous phase liquid (dnapl)|surrogate model|parameter optimization|sobol' global sensitivity analysis|uncertainty analysis
4316,WOS:000327412700002,2013,A probabilistic non-dominated sorting GA for optimization under uncertainty,"Petrone, Giovanni|Axerio-Cilies, John|Quagliarella, Domenico|Iaccarino, Gianluca",ENGINEERING COMPUTATIONS,robust optimization|uncertainty quantification|cdf|cfd|formula 1|pareto front
4317,WOS:000402211300010,2017,Adjoint-based sensitivity analysis of low-order thermoacoustic networks using a wave-based approach,"Aguilar, Jose G.|Magri, Luca|Juniper, Matthew P.",JOURNAL OF COMPUTATIONAL PHYSICS,thermoacoustic stability|adjoint methods|sensitivity analysis|network models|nonlinear eigenvalue problems
4318,WOS:000399129700001,2016,Multiscale Functional-Structural Plant Modelling at the Example of Apple Trees,"Bayol, Benoit|Cournede, Paul-Henry|Sainte-Marie, Julien|Viaud, Gautier|Chi, Faustino|Kurth, Winfried|Long, Qinqin|Merklein, Johannes|Streit, Katarina|Costes, Envelyne|Migault, Vincent|Pallas, Benoit|Buck-Sorlin, Gerhard|Poiricr-Pocovi, Magalie","2016 IEEE INTERNATIONAL CONFERENCE ON FUNCTIONAL-STRUCTURAL PLANT GROWTH MODELING, SIMULATION, VISUALIZATION AND APPLICATIONS (FSPMA)",multiscale model|tree development|genotypephenotype interactions|drought stress effects|carbon partitioning|upscaling|parameter estimation|sensitivity analysis|crossplatform modelling|data interface|mapplet|openalea|groimp
4319,WOS:000416784200058,2017,Sampling design for leak detection in water distribution networks,"Gamboa-Medina, Maria Mercedes|Ribeiro Reis, Luisa Fernanda|Saldarriaga, J","XVIII INTERNATIONAL CONFERENCE ON WATER DISTRIBUTION SYSTEMS, WDSA2016",sampling design|leak detection|pressure sensors|sensor placement|water supply systems
4320,WOS:000338611100031,2014,Cost-effectiveness evaluation of model design variants of broad-base terrace in soil erosion control,"Dumbrovsky, Miroslav|Sobotkova, Veronika|Sarapatka, Borivoj|Chlubna, Libor|Vachalova, Radka",ECOLOGICAL ENGINEERING,broad-base terrace|cost-benefit analyses|soil degradation|soil erosion
4321,WOS:000314989300087,2011,Dual-domain mixing cell modelling and uncertainty analysis for unsaturated bromide and chloride transport,"Woehling, Th.|Barkle, G. F.|Bidwell, V. J.|Dann, R.|Wall, A.|Moorhead, B.|Clague, J.|Vrugt, J. A.|Chan, F|Marinova, D|Anderssen, RS",19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),mixing cell model|dual-domain contaminant transport|uncertainty assessment|pareto analysis
4322,WOS:000377856000003,2016,Sensitivity analysis of runoff modeling to statistical downscaling models in the western Mediterranean,"Grouillet, Benjamin|Ruelland, Denis|Ayar, Pradeebane Vaittinada|Vrac, Mathieu",HYDROLOGY AND EARTH SYSTEM SCIENCES,
4323,WOS:000325097300003,2013,Size matters: insights from an allometric approach to evaluate control methods for invasive Australian Rhinella marina,"Beaty, Lynne E.|Salice, Christopher J.",ECOLOGICAL APPLICATIONS,allometry|biological control|body size|cane toad|bufo marinus|individual-based modelling|invasive species|meat ants|iridomyrmex reburrus|rhinella marina|tadpole alarm chemicals
4324,WOS:000313359200011,2012,Role of Modeling Uncertainty in the Estimation of Climate and Socioeconomic Impact on River Water Quality,"Freni, Gabriele|Mannina, Giorgio|Viviani, Gaspare",JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT-ASCE,integrated system modeling|receiving water body|uncertainty analysis|water quality|wastewater model
4325,WOS:000287758000008,2011,Adaptive-sparse polynomial chaos expansion for reliability analysis and design of complex engineering systems,"Hu, Chao|Youn, Byeng D.",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,polynomial chaos expansion|dimension reduction|reliability analysis|rbrdo|copula
4326,WOS:000329495800123,2013,"Life Cycle Energy, Environmental and Economic Comparative Analysis of CdTe Thin-film Photovoltaics Domestic and Overseas Manufacturing Scenarios","Yao, Yuan|You, Fengqi|Kraslawski, A|Turunen, ",23 EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING,life cycle assessment (lca)|cdte thin|film|photovolatics|sustainability
4327,WOS:000324227900012,2013,Uncertainties in landscape analysis and ecosystem service assessment,"Hou, Y.|Burkhard, B.|Mueller, F.",JOURNAL OF ENVIRONMENTAL MANAGEMENT,uncertainty|complexity|landscape management|ecosystem service assessment|model|scale
4328,WOS:000362141100024,2015,Nitrous oxide emissions from an agro-pastoral ecotone of northern China depending on land uses,"Yang, Xinming|Chen, Haiqing|Gong, Yuanshi|Zheng, Xunhua|Fan, Mingsheng|Kuzyakov, Yakov",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,annual n2o emissions|land use change|spring thaw|grazing|semi-arid grassland|cropland
4329,WOS:000361773600007,2015,Bayesian uncertainty quantification of turbulence models based on high-order adjoint,"Papadimitriou, Dimitrios I.|Papadimitriou, Costas",COMPUTERS & FLUIDS,bayesian inference|uncertainty quantification|parameter estimation|turbulence modeling|adjoint methods
4330,WOS:000344823500020,2014,Outcompeting nitrite-oxidizing bacteria in single-stage nitrogen removal in sewage treatment plants: A model-based study,"Perez, Julio|Lotti, Tommaso|Kleerebezem, Robbert|Picioreanu, Cristian|van Loosdrecht, Mark C. M.",WATER RESEARCH,microbial community interactions|anammox|nitritation|biofilm|granular sludge|mathematical modeling
4331,WOS:000351214400005,2015,Full-scale phosphorus recovery from digested wastewater sludge in Belgium - part II: economic opportunities and risks,"Geerts, Sam|Marchi, Adrien|Weemaes, Marjoleine",WATER SCIENCE AND TECHNOLOGY,digestion|phosphorus|struvite|wastewater treatment
4332,WOS:000333684100009,2014,The characteristics of probability distribution of groundwater model output based on sensitivity analysis,"Zeng, Xiankui|Wu, Jichun|Wang, Dong|Zhu, Xiaobin",JOURNAL OF HYDROINFORMATICS,classification tree analysis|frequency analysis|groundwater modeling|mutual entropy analysis|probability distribution|sensitivity analysis
4333,WOS:000426504100269,2017,Introducing scale factor adjustments on agent-based simulations of the immune system,"Sanchez-Lantaron, Juan A.|Reche, Pedro A.|Pennisi, Marzio|Russo, Giulia|Pappalardo, Francesco|Hu, XH|Shyu, CR|Bromberg, Y|Gao, J|Gong, Y|Korkin, D|Yoo, |Zheng, JH",2017 IEEE INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOMEDICINE (BIBM),artificial immune system|immune modeling|immunotherapy
4334,WOS:000327748800005,2012,Life cycle cost assessment of a rain water harvesting system for toilet flushing,"Ghimire, S. R.|Watkins, D. W.|Li, K.",WATER SCIENCE AND TECHNOLOGY-WATER SUPPLY,energy|life cycle cost|rainwater harvesting|water use
4335,WOS:000304893600018,2012,Quasi-Monte Carlo based global uncertainty and sensitivity analysis in modeling free product migration and recovery from petroleum-contaminated aquifers,"He, Li|Huang, Gordon|Lu, Hongwei|Wang, Shuo|Xu, Yi",JOURNAL OF HAZARDOUS MATERIALS,global uncertainty and sensitivity analysis|glue|quasi-monte carlo|free product recovery|aquifer remediation
4336,WOS:000424574600009,2017,On the Application of McDiarmid's Inequality to Complex Systems,"Wallstrom, Timothy C.",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,mcdiarmid inequality|concentration of measures|quantification of margins and uncertainties (qmu)|margin|uncertainty quantification|certification
4337,WOS:000380475300307,2015,Optimal location of FACTS device using Meta Heuristic Search Algorithm,"Siddiqui, A. S.|Deb, Tanmoy|Iqbal, Fahad",2015 ANNUAL IEEE INDIA CONFERENCE (INDICON),optimal placement|gravitational search algorithm|statcom
4338,WOS:000443619500040,2016,"Assessment of the impact of climate change on surface hydrological processes using SWAT: a case study of Omo-Gibe river basin, Ethiopia","Chaemiso, Shiferaw Eromo|Abebe, Adane|Pingale, Santosh Murlidhar",MODELING EARTH SYSTEMS AND ENVIRONMENT,swat|arcgis|climate change|water balance|omo-gibe basin|ethiopia
4339,WOS:000312359100008,2013,A three-state recursive sequential Bayesian algorithm for biosurveillance,"Zamba, K. D.|Tsiamyrtzis, Panagiotis|Hawkins, Douglas M.",COMPUTATIONAL STATISTICS & DATA ANALYSIS,bayesian sequential update|dynamic control|syndromic surveillance
4340,WOS:000343419400001,2014,A MATHEMATICAL AND COMPUTATIONAL FRAMEWORK FOR MULTIFIDELITY DESIGN AND ANALYSIS WITH COMPUTER MODELS,"Allaire, Douglas|Willcox, Karen",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,multifidelity|information fusion|sensitivity analysis|multidisciplinary design optimization
4341,WOS:000325803900012,2013,Effect of different transport observations on inverse modeling results: case study of a long-term groundwater tracer test monitored at high resolution,"Rasa, Ehsan|Foglia, Laura|Mackay, Douglas M.|Scow, Kate M.",HYDROGEOLOGY JOURNAL,inverse modeling|mass discharge|tracer tests|temporal moment of breakthrough curve|usa
4342,WOS:000343931800004,2014,Antithetic Method-Based Particle Swarm Optimization for a Queuing Network Problem with Fuzzy Data in Concrete Transportation Systems,"Zeng, Ziqiang|Xu, Jiuping|Wu, Shiyong|Shen, Manbin",COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,
4343,WOS:000303053500002,2012,A superelement formulation for the efficient layout design of complex multi-component system,"Xia, Liang|Zhu, Jihong|Zhang, Weihong",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,superelement|multi-component system|integrated layout design|packing design|topology optimization|decomposition strategy
4344,WOS:000378699300009,2016,A philosophical basis for hydrological uncertainty,"Nearing, Grey S.|Tian, Yudong|Gupta, Hoshin V.|Clark, Martyn P.|Harrison, Kenneth W.|Weijs, Steven V.",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,uncertainty|bayesian|epistemic|aleatory|information
4345,WOS:000379216700004,2015,Hints to discriminate the choice of wet deposition models applied to an accidental radioactive release,"Querel, Arnaud|Roustan, Yelva|Quelo, Denis|Benoit, Jean-Pierre",INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,wet deposition|rainout|washout|fukushima|parameterisation choices|in-cloud scavenging|below-cloud scavenging
4346,WOS:000336406200030,2014,Enforcing positivity in intrusive PC-UQ methods for reactive ODE systems,"Najm, Habib N.|Malorani, Mauro",JOURNAL OF COMPUTATIONAL PHYSICS,uncertainty quantification|polynomial chaos|intrusive|ordinary differential equations|stability
4347,WOS:000416304300002,2015,Impacts of different spatial temperature interpolation methods on snowmelt simulations,"Yang, Yan|Onishi, Takeo|Hiramatsu, Ken",HYDROLOGICAL RESEARCH LETTERS,air temperature data|land surface temperature|modis|snowmelt|spatial interpolation|swat
4348,WOS:000281515300012,2010,Applicability of Aquacycle model to urban water cycle analysis,"Pak, G.|Lee, J.|Kim, H.|Yoo, C.|Yun, Z.|Choi, S.|Yoon, J.",DESALINATION AND WATER TREATMENT,aquacycle model|sensitivity analysis|urban water cycle
4349,WOS:000347493700070,2015,Environmental evaluation of two scenarios for the selection of materials for asphalt wearing courses,"Mladenovic, Ana|Turk, Janez|Kovac, Jaka|Mauko, Alenka|Cotic, Zvonko",JOURNAL OF CLEANER PRODUCTION,lca|carbon steel slag aggregate|road construction|asphalt wearing course|transport sensitivity analysis|slovenia
4350,WOS:000295845900012,2011,Groundwater drawdown at Nankou site of Beijing Plain: model development and calibration,"Sun, Feng|Shao, Haibing|Kalbacher, Thomas|Wang, Wenqing|Yang, Zhongshan|Huang, Zhenfang|Kolditz, Olaf",ENVIRONMENTAL EARTH SCIENCES,groundwater modeling|opengeosys|pest|nankou
4351,WOS:000403906900002,2017,Urban stormwater thermal gene expression models for protection of sensitive receiving streams,"Sattar, A. M. A.|Gharabaghi, B.|Sabouri, F.|Thompson, A. M.",HYDROLOGICAL PROCESSES,catchment|cooling trench|gene expression programming|stormwater pond
4352,WOS:000386991600059,2016,A methodology for predicting the energy performance and indoor thermal comfort of residential stocks on the neighbourhood and city scales. A case study in Spain,"Braulio-Gonzalo, Marta|Dolores Bovea, Maria|Jose Rua, Maria|Juan, Pablo",JOURNAL OF CLEANER PRODUCTION,passive energy performance|residential building stock|urban morphology|gis|bottom-up model|inla
4353,WOS:000347694900006,2015,Inversion of Time-Lapse Electric Potential Data to Estimate Fracture Connectivity in Geothermal Reservoirs,"Magnusdottir, Lilja|Horne, Roland N.",MATHEMATICAL GEOSCIENCES,fracture characterization|time-lapse resistivity|tracer tests|inverse analysis
4354,WOS:000355686100003,2015,Propagation of large uncertainty sets in orbital dynamics by automatic domain splitting,"Wittig, Alexander|Di Lizia, Pierluigi|Armellin, Roberto|Makino, Kyoko|Bernelli-Zazzera, Franco|Berz, Martin",CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,differential algebra|automatic domain splitting|uncertainty propagation|apophis resonant return
4355,WOS:000380512800007,2016,Solving membrane stress on deformed configuration using inverse elastostatic and forward penalty methods,"Lu, Jia|Luo, Yuanming",COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,membrane stress|static determinacy|inverse elastostatics|penalty methods|nurbs elements
4356,WOS:000360109900022,2015,Artificial neural networks for infectious diarrhea prediction using meteorological factors in Shanghai (China),"Wang, Yongming|Li, Jian|Gu, Junzhong|Zhou, Zili|Wang, Zhijin",APPLIED SOFT COMPUTING,artificial neural networks|forecasting model|infectious diarrhea|meteorological factors|sensitivity analysis
4357,WOS:000347274100011,2014,"A commentary on the modelling of the causal linkages among nutrient loading, harmful algal blooms, and hypoxia patterns in Lake Erie","Kim, Dong-Kyun|Zhang, Weitao|Watson, Sue|Arhonditsis, George B.",JOURNAL OF GREAT LAKES RESEARCH,eutrophication modelling|lake erie|hypoxia|dreissenids|nutrient recycling|cyanobacteria
4358,WOS:000389785300007,2017,An automated decision support system for aided assessment of variogram models,"Barca, Emanuele|Porcu, Emilio|Bruno, Delia|Passarella, Giuseppe",ENVIRONMENTAL MODELLING & SOFTWARE,geostatistics|extensive cross-validation|rank coefficient of spatial correlation|decision-support system
