,AU,SO,copyright,title,year
474,"Jackson, T. M.|Khan, S.|Ahmad, A.|Oxley, L|Kulasiri, D",MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,Exploring Energy Productivity for a Groundwater Dependent Irrigated Farm Using a System Dynamics Approach,2007
476,"Vigovskis, Janis|Jermuss, Aivars|Svarta, Agrita|Noviks, G","ENVIRONMENT, TECHNOLOGY, RESOURCES, PROCEEDINGS",,INFLUENCE OF FERTILIZERS AND LIMING ON THE AGROCHEMICAL PARAMETERS OF SOIL AND LOSSES OF PLANT NUTRIENTS THROUGH DRAIN WATER,2007
477,"Liaukonis, M|Augutis, J|Brebbia, CA",RISK ANALYSIS III,,Data analysis with uncertainty evaluation for the Ignalina NPP RBMK-1500 gas-gap closure evaluation,2002
484,"Bentil, DE|Bonsu, OM|Ellingwood, CD|Hoffmann, JP|Ayyub, BM|AttohOkine, NO",ISUMA 2003: FOURTH INTERNATIONAL SYMPOSIUM ON UNCERTAINTY MODELING AND ANALYSIS,,Modeling uncertainty in population dynamics,2003
485,"Vytlacil, D|Yang, |Zhao, B|Zhao, R","INDOOR AIR 2005: PROCEEDINGS OF THE 10TH INTERNATIONAL CONFERENCE ON INDOOR AIR QUALITY AND CLIMATE, VOLS 1-5",,Sensitivity analysis of thermal network models for summer period,2005
501,"Mohring, Jan|Milk, Rene|Ngo, Adrian|Klein, Ole|Iliev, Oleg|Ohlberger, Mario|Bastian, Peter|Lirkov, |Margenov, SD|Wasniewski, J","LARGE-SCALE SCIENTIFIC COMPUTING, LSSC 2015",,Uncertainty Quantification for Porous Media Flow Using Multilevel Monte Carlo,2015
518,"Akdogan, Z.|Guven, B.",GLOBAL NEST JOURNAL,,ASSESSING THE SENSITIVITY OF SWMM TO VARIATIONS IN HYDROLOGICAL AND HYDRAULIC PARAMETERS: A CASE STUDY FOR THE CITY OF ISTANBUL,2016
533,"Radwan, M|Willems, P|Berlamont, J",JOURNAL OF HYDROINFORMATICS,,Sensitivity and uncertainty analysis for river quality modelling,2004
543,"Mitnik, DG|Lucero, AM",INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY," (C) 2001 John Wiley & Sons, Inc.",Local and nonlocal density functional calculations of the molecular structure of isomeric thiadiazole monoxides,2001
545,"Fernandez, L",RESOURCE AND ENERGY ECONOMICS, (C) 2004 Elsevier B.V. All rights reserved.,A diversified portfolio: joint management of non-renewable and renewable resources offshore,2005
561,"Lam, S.|Saunders, S. M.|Zerger, A|Argent, RM",MODSIM 2005: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: ADVANCES AND APPLICATIONS FOR MANAGEMENT AND DECISION MAKING,,Simulation and analysis of high ozone episodes observed in the Hong Kong airshed: An explicit model approach,2005
566,"Finnegan, S|Tickell, RG|Booth, K|Wadhwa, LC",URBAN TRANSPORT X,,Sensitivity in the operation of conventional and alternatively fuelled Public Service Vehicles on Merseyside,2004
567,"Greco, A.|Konstantinou, T.|Schipper, H. R.|Binnekamp, R.|Gerritsen, E.|de Graaf, R.|van den Dobbelsteen, A.|Habert, G|Schlueter, A",EXPANDING BOUNDARIES: SYSTEMS THINKING IN THE BUILT ENVIRONMENT,,BUSINESS CASE STUDY FOR THE ZERO ENERGY REFURBISHMENT OF COMMERCIAL BUILDINGS,2016
572,"Crobeddu, E.|Allali, S.|Bennis, S.|Rico, DP|Brebbia, CA|Esteve, YV",WATER POLLUTION IX,,Washoff model of total suspended particles in urban areas,2008
576,"Arcucci, Rossella|D'Amore, Luisa|Toumi, Ralf|Ntalianis, K",APPLIED MATHEMATICS AND COMPUTER SCIENCE,,Preconditioning of the background error covariance matrix in data assimilation for the Caspian Sea,2017
584,"Lerat, J.|Tomkins, K.|Shao, Q.|Peeters, L.|Yang, A.|Rassam, D.|Bloschl, G|Takeuchi, K|Jain, S|Farnleitner, A|Schumann, A",RISK IN WATER RESOURCES MANAGEMENT,,How to quantify uncertainty in water allocation models? An exploratory analysis based on hypothetical case studies,2011
590,"Bashkirtseva, Irina|Filippova, Darja|Pisarchik, Alexander N.|Simos, TE|Kalogiratou, Z|Monovasilis, T",PROCEEDINGS OF THE INTERNATIONAL CONFERENCE OF COMPUTATIONAL METHODS IN SCIENCES AND ENGINEERING 2016 (ICCMSE-2016),,Stochastic Analysis of Bazykin-Berezovskaya Population Model,2016
601,"Hukkerikar, Amol|Jones, Mark|Sarup, Bent|Abildskov, Jens|Sin, Gurkan|Gani, Rafiqul|Karimi, IA|Srinivasan, R","11TH INTERNATIONAL SYMPOSIUM ON PROCESS SYSTEMS ENGINEERING, PTS A AND B",,Sensitivity of Process Design due to Uncertainties in Property Estimates,2012
602,"Ibarra, Sara|Romero, Rabindranarth|Poulin, Annie|Glaus, Mathias|Cervantes, Eduardo|Bravo, Jose|Perez, Ricardo|Castillo, Eduardo|Kim, JH|Kim, HS|Yoo, DG|Jung, D|Song, CG",12TH INTERNATIONAL CONFERENCE ON HYDROINFORMATICS (HIC 2016) - SMART WATER FOR THE FUTURE, Published by Elsevier Ltd.,Sensitivity analysis in hydrological modeling for the Gulf of Mexico,2016
612,"Xiang, Changle|Sun, Tiantian|Liu, Hui|Jiang, Y","PROCEEDINGS OF THE SECOND INTERNATIONAL CONFERENCE ON MODELLING AND SIMULATION (ICMS2009), VOL 7",,The Bending-Torsional Coupled Vibration Modeling and Complex Modal Simulation Analysis of the Vehicle Powertrain,2009
621,"De Sousa, IA|Reis, MT|Santos, JA|Smith, JM","COASTAL ENGINEERING 2004, VOLS 1-4",,Safety assessment using level II probabilistic methods: Application to the Sines' west breakwater,2005
627,"Gawrylczyk, Konstanty Marek|Putek, Piotr|Wiak, S|Krawczyk, A|Dolezel, ",ADVANCED COMPUTER TECHNIQUES IN APPLIED ELECTROMAGNETICS,,Multi-Frequency Sensitivity Analysis of 3D Models Utilizing Impedance Boundary Condition with Scalar Magnetic Potential,2008
643,"Garcia-Haro, FJ|Camacho-de Coca, F|Melia, J|Owe, M|DUrso, G|Moreno, JF|Calera, A","REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY V",,Global mapping of vegetation parameters from SEVIRI/MSG data,2004
653,"Richardson, Julian|Port, Daniel|Feather, Martin","2007 IEEE AEROSPACE CONFERENCE, VOLS 1-9",,Robust derivation of risk reduction strategies,2007
659,"Demuner-Molina, Genaro|Cadena-Zapata, Martin|Gabriel Campos-Magana, Santos|Zermeno-Gonzalez, Alejandro|de Jesus Sanchez-Perez, Felix",TECNOLOGIA Y CIENCIAS DEL AGUA,,Effect of Tillage and Soil Amendments on Moisture Retention and Root Growth,2014
663,"Lopez, PA|Espert, |IbarraBerastegi, G|Brebbia, CA|Zannetti, P",DEVELOPMENT AND APPLICATION OF COMPUTER TECHNIQUES TO ENVIRONMENTAL STUDIES VIII,,"Sensitivity analysis applied to a water quality model for dissolved oxygen. Application to an irrigation channel in a Valencian community, Spain",2000
664,"Kroetz, Henrique M.|Beck, Andre T.|Idelsohn, |Sonzogni, |Coutinho, A|Cruchaga, M|Lew, A|Cerrolaza, M",PROCEEDINGS OF THE 1ST PAN-AMERICAN CONGRESS ON COMPUTATIONAL MECHANICS AND XI ARGENTINE CONGRESS ON COMPUTATIONAL MECHANICS,,SURROGATE MODELLING TECHNIQUES IN SOLUTION OF STRUCTURAL RELIABILITY PROBLEMS,2015
687,"Zeng Xiao-hui, |Li Xuan-wen, |Liu Yang, |Wu Ying-xiang, ",CHINA OCEAN ENGINEERING,,Nonlinear Dynamic Responses of Tension Leg Platform with Slack-Taut Tether,2009
691,"Hau, Daoru|Hosder, Serhat",INTERNATIONAL JOURNAL FOR UNCERTAINTY QUANTIFICATION,,INHERENT AND EPISTEMIC UNCERTAINTY ANALYSIS FOR COMPUTATIONAL FLUID DYNAMICS SIMULATIONS OF SYNTHETIC JET ACTUATORS,2014
694,"Pieta, Anna|Krawiec, Krzysztof|Koziel, S|Leifsson, L|Lees, M|Krzhizhanovskaya, VV|Dongarra, J|Sloot, PMA","INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE, ICCS 2015 COMPUTATIONAL SCIENCE AT THE GATES OF NATURE",,Random Set Method Application to Flood Embankment Stability Modelling,2015
696,"Sweeney, James F.|Pate, Michael B.",JOURNAL OF SUSTAINABLE WATER IN THE BUILT ENVIRONMENT, (C) 2017 American Society of Civil Engineers.,"Lifecycle Analysis of a Single-Family Residential Rainwater Harvesting System in a Subtropical, Metropolitan Environment",2017
710,"Bennett, Micah G.|Schofield, Kate A.|Lee, Sylvia S.|Norton, Susan B.",ENVIRONMENTAL EVIDENCE,,Response of chlorophyll a to total nitrogen and total phosphorus concentrations in lotic ecosystems: a systematic review protocol,2017
712,"Yoo, William Weimin",BAYESIAN ANALYSIS,,Bayesian Solution Uncertainty Quantification for Differential Equations,2016
713,"van der Linden, Leon|Daly, Robert I.|Burch, Mike D.|Piantadosi, J|Anderssen, RS|Boland, J",20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),,Suitability of a coupled hydrodynamic water quality model to predict changes in water quality from altered meteorological boundary conditions,2013
737,"Mukolwe, Micah M.|Di Baldassarre, Giuliano|Werner, Micha|Solomatine, Dimitri P.",PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT,,Flood modelling: parameterisation and inflow uncertainty,2014
738,"Verriet, Jacques|Hamberg, Roelof|Caarls, Jurjen|van Wijngaarden, Bruno|Rekdalsbakken, W|Bye, RT|Zhang, H",PROCEEDINGS 27TH EUROPEAN CONFERENCE ON MODELLING AND SIMULATION ECMS 2013,,WAREHOUSE SIMULATION THROUGH MODEL CONFIGURATION,2013
740,"Roman Sanchez, Isabel Maria|Carra, Irene|Sanchez Perez, Jose Antonio",ENVIRONMENTAL ENGINEERING AND MANAGEMENT JOURNAL,,PROMOTING ENVIRONMENTAL TECHNOLOGY USING SANITARY TAX: THE CASE OF AGRO-FOOD INDUSTRIAL WASTEWATER IN SPAIN,2014
758,"Debnath, Manoj Kumar|Mallick, Ranjan Kumar|Das, Sadhana|Aman, Aditya","PROCEEDINGS OF IEEE INTERNATIONAL CONFERENCE ON CIRCUIT, POWER AND COMPUTING TECHNOLOGIES (ICCPCT 2016)",,Gravitational Search Algorithm (GSA) Optimized Fuzzy-PID controller Design for Load frequency control of an interconnected multi-area power system,2016
766,"Machado, D. A.|Giraldi, G.|Novotny, A. A.",INTEGRATED COMPUTER-AIDED ENGINEERING,,Multi-object segmentation approach based on topological derivative and level set method,2011
767,"Jafarnejad, Mona|Pfister, Michael|Schleiss, Anton J.|Munoz, RM","RIVER FLOW 2012, VOLS 1 AND 2",,Failure risk analysis of riverbank ripraps with Monte Carlo simulation,2012
768,"Yang, Xiao|Niethammer, Marc|Navab, N|Hornegger, J|Wells, WM|Frangi, AF","MEDICAL IMAGE COMPUTING AND COMPUTER-ASSISTED INTERVENTION - MICCAI 2015, PT II",,Uncertainty Quantification for LDDMM Using a Low-Rank Hessian Approximation,2015
789,"Melnychuk, G|Damian, A|Goliath, S|Shao, L|Hill, N|Gaudet, S|Bohlender, D|Aspin, C|Shopbell, PL|Briton, MC|Ebert, R","ASTRONOMICAL DATA ANALYSIS SOFTWARE AND SYSTEMS XIV, PROCEEDINGS",,Gemini Science Archive Automatic Data Transfer,2005
790,"Wyszkowska, J|Kucharski, M|Kucharski, J",POLISH JOURNAL OF ENVIRONMENTAL STUDIES,,Application of the activity of soil enzymes in the evaluation of soil contamination by diesel oil,2006
821,"Xia Chao, |Guo Jin, |Zhao Yanlong, |Lin Zhiwei, |Cheng, D",PROCEEDINGS OF THE 10TH WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION (WCICA 2012),,Sensitivity Analysis in Equilibrium Property of Photosynthetic Carbon Metabolism,2012
822,"Lefebvre, V.|Vermeulen, J.|Blancher, B.|Erpicum, S|Laugier, F|Pfister, M|Pirotton, M|Cicero, GM|Schleiss, AJ",LABYRINTH AND PIANO KEY WEIRS II - PKW 2013,,Influence of geometrical parameters on PK-Weirs discharge with 3D numerical analysis,2014
823,"Guaracy, Fernando H. D.|da Silva, Diogo L. F.|Ferreira, Luis H. C.",2014 IEEE CONFERENCE ON CONTROL APPLICATIONS (CCA),,On the Plant Augmentation by Integrators in the Discrete-Time LQG/LTR Control,2014
828,"Guo, Jiawei|Zou, Yuanchun|Huo, Lili|Wang, Guoping|Lu, Xianguo",FRESENIUS ENVIRONMENTAL BULLETIN,,ANALYSIS OF SPATIOTEMPORAL CHANGE OF REFERENCE EVAPOTRANSPIRATION AND ITS CONTRIBUTING CLIMATIC FACTORS IN NORTHEAST CHINA,2014
832,"Mei, Honghui|Chen, Haidong|Guo, Fangzhou|Zhang, Fan|Chen, Wei|Song, Zhang|Wang, Guizhen|ElRhalibi, A|Tian, F|Pan, Z|Liu, B",E-LEARNING AND GAMES,,Visually Exploring Differences of DTI Fiber Models,2016
834,"Trocine, L|Malone, LC|Joines, JA|Barton, RR|Kang, K|Fishwick, PA","PROCEEDINGS OF THE 2000 WINTER SIMULATION CONFERENCE, VOLS 1 AND 2",,Finding important independent variables through screening designs: A comparison of methods,2000
843,"Laine, T.|Forns-Samso, F.|Katranuschkov, P.|Hoch, R.|Freudenberg, P.|Mahdavi, A|Martens, B|Scherer, R","EWORK AND EBUSINESS IN ARCHITECTURE, ENGINEERING AND CONSTRUCTION 2014",,Application of multi-step simulation and multi-eKPI sensitivity analysis in building energy design optimization,2015
844,"MacGillivray, BH|Hamilton, PD|Strutt, JE|Pollard, SJT",CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY,,Risk analysis strategies in the water utility sector: An inventory of applications for better and more credible decision making,2006
847,"Glimm, J|Lee, Y|Ye, KQ|Sharp, DH|Ayyub, BM|AttohOkine, NO",ISUMA 2003: FOURTH INTERNATIONAL SYMPOSIUM ON UNCERTAINTY MODELING AND ANALYSIS,,"Prediction using numerical simulations, a Bayesian framework for uncertainty quantification and its statistical challenge",2003
850,"Shoji, G.|Toyota, A.|Faber, MH|Kohler, J|Nishijima, K",APPLICATIONS OF STATISTICS AND PROBABILITY IN CIVIL ENGINEERING,,Modeling of restoration process associated with lifeline systems and the interdependency due to a seismic disaster,2011
856,"Pilato, G|Vassallo, G|Gentile, M|Augello, A|Gaglio, S|Chiazzese, G|Allegra, M|Chifari, A|Ottaviano, S",METHODS AND TECHNOLOGIES FOR LEARNING,,LSA for intuitive chat-agents tutoring system,2005
872,"Meng, Xiangyi|Zou, Quan|Rodriguez-Paton, Alfonso|Zeng, Xiangxiang|Hu, XH|Shyu, CR|Bromberg, Y|Gao, J|Gong, Y|Korkin, D|Yoo, |Zheng, JH",2017 IEEE INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOMEDICINE (BIBM),,Iteratively collective prediction of disease-gene associations through the incomplete network,2017
888,"Brindley, HE|Harries, JE|Slingo, AS|Smith, WL|Timofeyev, YM",IRS 2000: CURRENT PROBLEMS IN ATMOSPHERIC RADIATION,,On the utilisation of operational satellite data to investigate climate variability and trends.,2001
889,"Matchenko-Shimko, N.|Dube, M. P.",2007 IEEE SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN BIOINFORMATICS AND COMPUTATIONAL BIOLOGY,,Gene-Gene Interaction Tests Using SVM and Neural Network Modeling,2007
891,"Bashkirtseva, Irina|In, |Longhini, P|Palacious, A",APPLICATIONS OF NONLINEAR DYNAMICS-MODEL AND DESIGN OF COMPLEX SYSTEMS,,"Stochastically Forced Nonlinear Oscillations: Sensitivity, Bifurcations and Control",2009
895,"Kiedrowski, Brian C.|Brown, Forrest B.|Caruge, D|Calvin, C|Diop, CM|Malvagi, F|Trama, JC",SNA + MC 2013 - JOINT INTERNATIONAL CONFERENCE ON SUPERCOMPUTING IN NUCLEAR APPLICATIONS + MONTE CARLO,,Monte Carlo Approaches for Uncertainty Quantification of Criticality for System Dimensions,2014
897,"Wang, Chengen",COMPUTERS IN INDUSTRY, (C) 2014 Elsevier B.V. All rights reserved.,Insights from developing a multidisciplinary design and analysis environment,2014
903,"Zentner, I.|Borgonovo, E.|Tarantola, S.|Faber, MH|Kohler, J|Nishijima, K",APPLICATIONS OF STATISTICS AND PROBABILITY IN CIVIL ENGINEERING,,Use of HDMR metamodel for seismic fragility analysis,2011
915,"Sini, K.|Skandamis, P. N.|Nychas, G. -J. E.",JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY,,SHELF-LIFE ESTABLISHMENT OF DAIRY PRODUCTS BASED ON QUALITY AND SAFETY DETERMINANTS,2010
921,"Plummer, J.|Schreider, S.|McInnes, D.|Piantadosi, J|Anderssen, RS|Boland, J",20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),,Optimisation modelling for gas supply in Eastern Australia,2013
932,"Shoghli, Omidreza|de la Garza, Jesus M.|Lin, KY|ElGohary, N|Tang, P","COMPUTING IN CIVIL ENGINEERING 2017: SENSING, SIMULATION, AND VISUALIZATION",,Multi-Asset Optimization of Roadways Asset Maintenance,2017
935,"Iliopoulos, Athanasios P.|Michopoulos, John G.|Lambrakos, Samuel G.|Bernstein, Noam","PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, DETC 2010, VOL 3, A AND B",,INVERSE MOLECULAR DYNAMICS MODELING PERFORMANCE ON GPU ARCHITECTURES FOR A PROBLEM OF FRACTURE,2010
940,"Jain, J. K.|Nidhi, Gupta",RESEARCH JOURNAL OF CHEMISTRY AND ENVIRONMENT,,Arsenic Toxicity in Potable Water: Hazards and Management,2011
941,"Foerster, S.|Kuhlmann, B.|Lindenschmidt, K. -E.|Bronstert, A.",NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,,Assessing flood risk for a rural detention area,2008
942,"McPhee, M. J.|Oltjen, J. W.|Fadel, J. G.|Mayer, D. G.|Sainz, R. D.|Oxley, L|Kulasiri, D",MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,Parameter Estimation of Fat Deposition Models in Beef Steers,2007
946,"Chuah, Shu Lim|Ayog, Janice Lynn|Bolong, Nurmin|Zainorizuan, MJ|Yong, LY|Siang, LAJM|Hanifi, OM|Nazahiyah, RS|Shalahuddin, AM",INTERNATIONAL SYMPOSIUM ON CIVIL AND ENVIRONMENTAL ENGINEERING 2016 (ISCEE 2016),,Application of Linear Moments and Uncertainty Analysis to Extreme Rainfall Events in Sabah,2017
960,"Guerine, Ahmed|El Hami, Abdelkhalak|ElMohajir, M|Chahhou, M|AlAchhab, M|ElMohajir, BE",2016 4TH IEEE INTERNATIONAL COLLOQUIUM ON INFORMATION SCIENCE AND TECHNOLOGY (CIST),,Uncertainty analysis of one stage gear system using interval analysis method,2016
962,"Kim, K|Choi, KS","38TH ANNUAL MEETING OF THE ASSOCIATION FOR COMPUTATIONAL LINGUISTICS, PROCEEDINGS OF THE CONFERENCE",,Dimension-reduced estimation of word co-occurrence probability,2000
968,"Oh, Jun Oh|Park, Jae-Hyeon|Park, Chang Geun|Mynett, A",PROCEEDINGS OF THE 36TH IAHR WORLD CONGRESS,,Study on the Control Discharge Characteristics of the Tangential Intake Structure of the Deep Tunnel Storage System in Korea,2015
975,"Shoemaker, WB",GROUND WATER,,Important observations and parameters for a salt water intrusion model,2004
977,"Wei, Ming|Li, Nan|Kang, Hao|Shi, Yan|Jiang, Junling|Zhang, JX|Goodchild, MF","PROCEEDINGS OF THE 8TH INTERNATIONAL SYMPOSIUM ON SPATIAL ACCURACY ASSESSMENT IN NATURAL RESOURCES AND ENVIRONMENTAL SCIENCES, VOL I",,Uncertainty analysis of radar wind retrieval with data assimilation,2008
980,"Woehler, EJ|Riddle, MJ|Ribic, CA|Huiskes, AHL|Gieskes, WWC|Rozema, J|Schorno, RML|VanDerVies, SM|Wolff, WJ","ANTARCTIC BIOLOGY IN A GLOBAL CONTEXT, PROCEEDINGS",,Long-term population trends in southern giant petrels in East Antarctica,2003
981,"Peng, Jun|Jin, Shangzhu|Chen, Guorong|Yang, Zhiming|Liao, Xiaofeng|Guo, MZ|Zhao, L|Wang, LP","ICNC 2008: FOURTH INTERNATIONAL CONFERENCE ON NATURAL COMPUTATION, VOL 4, PROCEEDINGS",,An Image Encryption Scheme Based on Chaotic Map,2008
984,"Neighbors, C. J.|Cochran, E. S.|Caras, Y.|Noriega, G. R.",NATURAL HAZARDS REVIEW, (C) 2013 American Society of Civil Engineers.,"Sensitivity Analysis of FEMA HAZUS Earthquake Model: Case Study from King County, Washington",2013
989,"Hang, N. T. Minh|Araki, H.|Don, N. Cao|Yamanish, H.|Koga, K.",JOURNAL OF COASTAL RESEARCH,,"Hydrodynamics and Water Quality Modelling for the Ecosystem of the Ariake Sea, Kyushu, Japan",2007
997,"Urrutia, C.|Rubilar, O.|Tortella, G.|Castillo, J. M.|Romero, E.|Azcon, R.|Castillo, M. del P.|Diez, M. C.",JOURNAL OF SOIL SCIENCE AND PLANT NUTRITION,,Influence of the rhizosphere in a biopurification system on the dissipation of a pesticide mixture,2015
1003,"Cheali, Peam|Quaglia, Alberto|Gernaey, Krist V.|Sin, Gurkan|Klemes, JJ|Varbanov, PS|Liew, PY","24TH EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING, PTS A AND B",,Uncertainty Analysis in Raw Material and Utility Cost of Biorefinery Synthesis and Design,2014
1005,"Fatimah, Is|Narsito, |Wijaya, Karna|Kai, L","CBEE 2009: PROCEEDINGS OF THE 2009 INTERNATIONAL CONFERENCE ON CHEMICAL, BIOLOGICAL AND ENVIRONMENTAL ENGINEERING",,PREPARATION OF ZIRCONIUM DISPERSED IN ALUMINIUM PILLARED MONTMORILLONITE AND ITS ACTIVITY IN PHENOL HYDROXYLATION,2010
1032,"Mittag, Jens|Schmidt-Eisenlohr, Felix|Killat, Moritz|Haerri, Jerome|Hartenstein, Hannes",VANET'08: PROCEEDINGS OF THE FIFTH ACM INTERNATIONAL WORKSHOP ON VEHICULAR INTER-NETWORKING,,Analysis and Design of Effective and Low-Overhead Transmission Power Control for VANETs,2008
1035,"Ye, Yali|Zhuang, Chuanyi|Yang, Jie|Yan, Zhou|Xu, N|Tian, L|Dai, F","SUSTAINABLE CITIES DEVELOPMENT AND ENVIRONMENT PROTECTION, PTS 1-3",,Orthogonal Analysis on Responses Indexes of Asphalt Pavement,2013
1048,"Pablo, E.|Jung, Kyomin",2016 IEEE INTERNATIONAL CONFERENCE ON KNOWLEDGE ENGINEERING AND APPLICATIONS (ICKEA 2016),,Knowledge Extraction through Etymological Networks: Synonym Discovery in Sino-Korean Words,2016
1051,"Tran, K. T.|Ouahsine, A.|Naceur, H.|Hissel, F.|Pourplanche, A.|Eca, L|Onate, E|Garcia, J|Kvamsdal, T|Bergan, P",COMPUTATIONAL METHODS IN MARINE ENGINEERING IV (MARINE 2011),,COEFFICIENTS IDENTIFICATION FOR SHIP MANOEUVRING SIMULATION BASED ON OPTIMIZATION TECHNIQUES,2011
1057,"Li Ruiqin, |Zhang Zhimin, |Zhang Chenai, |Feng Wenwu, |Wen, TD","ISTM/2007: 7TH INTERNATIONAL SYMPOSIUM ON TEST AND MEASUREMENT, VOLS 1-7, CONFERENCE PROCEEDINGS",,Sensitivity analysis on mechanism parameters affecting translation-output motion rules of seven-bar mechanism,2007
1076,"Mankeviciene, Audrone|Butkute, Bronislava|Dabkevicius, Zenonas|Suproniene, Skaidre",ANNALS OF AGRICULTURAL AND ENVIRONMENTAL MEDICINE,,Fusarium mycotoxins in lithuanian cereals from the 2004-2005 harvests,2007
1077,"Okeya, I.|Kapelan, Z.|Hutton, C.|Naga, D.|Giustolisi, O|Brunone, B|Laucelli, D|Berardi, L|Campisano, A",16TH WATER DISTRIBUTION SYSTEM ANALYSIS CONFERENCE (WDSA2014): URBAN WATER HYDROINFORMATICS AND STRATEGIC PLANNING, Published by Elsevier Ltd.,Online Burst Detection in a Water Distribution System using the Kalman Filter and Hydraulic Modelling,2014
