AU,year,title,journal,citations,Avg. Citations,DOI link
"Polajnar, M|Kosel, F|Drazumeric, R",2017,Structural optimization using global stress-deviation objective function via the level-set method,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,5,5.0,https://dx.doi.org/10.1007/s00158-016-1475-5
"Xing, WW|Triantafyllidis, V|Shah, AA|Nair, PB|Zabaras, N",2016,Manifold learning for the emulation of spatial fields from computational models,JOURNAL OF COMPUTATIONAL PHYSICS,5,2.5,https://dx.doi.org/10.1016/j.jcp.2016.07.040
"Fakhraei, H|Driscoll, CT|Kulp, MA|Renfro, JR|Blett, TF|Brewer, PF|Schwartz, JS",2017,Sensitivity and uncertainty analysis of PnET-BGC to inform the development of Total Maximum Daily Loads (TMDLs) of acidity in the Great Smoky Mountains National Park,ENVIRONMENTAL MODELLING & SOFTWARE,5,5.0,https://dx.doi.org/10.1016/j.envsoft.2017.06.013
"Sathyamoorthy, S|Vogel, RM|Chapra, SC|Ramsburg, CA",2014,Uncertainty and sensitivity analyses using GLUE when modeling inhibition and pharmaceutical cometabolism during nitrification,ENVIRONMENTAL MODELLING & SOFTWARE,5,1.25,https://dx.doi.org/10.1016/j.envsoft.2014.06.006
"Di Vittorio, AV|Miller, NL",2014,"Reducing the impact of model scale on simulated, gridded switchgrass yields",ENVIRONMENTAL MODELLING & SOFTWARE,5,1.25,https://dx.doi.org/10.1016/j.envsoft.2013.09.016
"Moonen, P|Allegrini, J",2015,Employing statistical model emulation as a surrogate for CFD,ENVIRONMENTAL MODELLING & SOFTWARE,5,1.67,https://dx.doi.org/10.1016/j.envsoft.2015.06.007
"Lei, H|Yang, X|Li, Z|Karniadakis, GE",2017,Systematic parameter inference in stochastic mesoscopic modeling,JOURNAL OF COMPUTATIONAL PHYSICS,5,5.0,https://dx.doi.org/10.1016/j.jcp.2016.10.029
"Aldegunde, M|Zabaras, N|Kristensen, J",2016,Quantifying uncertainties in first-principles alloy thermodynamics using cluster expansions,JOURNAL OF COMPUTATIONAL PHYSICS,5,2.5,https://dx.doi.org/10.1016/j.jcp.2016.07.016
"Validi, A",2014,Low-rank separated representation surrogates of high-dimensional stochastic functions: Application in Bayesian inference,JOURNAL OF COMPUTATIONAL PHYSICS,5,1.25,https://dx.doi.org/10.1016/j.jcp.2013.12.024
"Villanueva, CH|Maute, K",2017,CutFEM topology optimization of 3D laminar incompressible flow problems,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,5,5.0,https://dx.doi.org/10.1016/j.cma.2017.03.007
"Srinivasan, V|Radhakrishnan, S|Subbarayan, G",2010,Coordinated synthesis of hierarchical engineering systems,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,5,0.62,https://dx.doi.org/10.1016/j.cma.2008.08.021
"Elsheikh, AH|Tavakoli, R|Wheeler, MF|Hoteit, I",2013,Boosting iterative stochastic ensemble method for nonlinear calibration of subsurface flow models,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,5,1.0,https://dx.doi.org/10.1016/j.cma.2013.02.012
"Huynh, DBP|Knezevic, DJ|Patera, AT",2012,Certified reduced basis model validation: A frequentistic uncertainty framework,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,5,0.83,https://dx.doi.org/10.1016/j.cma.2011.09.011
"Riehl, S|Steinmann, P",2014,An integrated approach to shape optimization and mesh adaptivity based on material residual forces,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,5,1.25,https://dx.doi.org/10.1016/j.cma.2014.06.010
"Tang, YT|Marshall, L|Sharma, A|Smith, T",2016,Tools for investigating the prior distribution in Bayesian hydrology,JOURNAL OF HYDROLOGY,5,2.5,https://dx.doi.org/10.1016/j.jhydrol.2016.04.032
"Jiang, P|Tung, YK",2013,Establishing rainfall depth-duration-frequency relationships at daily raingauge stations in Hong Kong,JOURNAL OF HYDROLOGY,5,1.0,https://dx.doi.org/10.1016/j.jhydrol.2013.09.037
"Hu, S|Shi, LS|Zha, YY|Williams, M|Lin, L",2017,Simultaneous state-parameter estimation supports the evaluation of data assimilation performance and measurement design for soil-water-atmosphere-plant system,JOURNAL OF HYDROLOGY,5,5.0,https://dx.doi.org/10.1016/j.jhydrol.2017.10.061
"Alwan, A|Aluru, NR",2011,Uncertainty quantification of MEMS using a data-dependent adaptive stochastic collocation method,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,5,0.71,https://dx.doi.org/10.1016/j.cma.2011.06.010
"Franck, IM|Koutsourelakis, PS",2016,Sparse Variational Bayesian approximations for nonlinear inverse problems: Applications in nonlinear elastography,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,5,2.5,https://dx.doi.org/10.1016/j.cma.2015.10.015
"Schobi, R|Sudret, B",2017,Uncertainty propagation of p-boxes using sparse polynomial chaos expansions,JOURNAL OF COMPUTATIONAL PHYSICS,5,5.0,https://dx.doi.org/10.1016/j.jcp.2017.03.021
"Beskos, A|Girolami, M|Lan, SW|Farrell, PE|Stuart, AM",2017,Geometric MCMC for infinite-dimensional inverse problems,JOURNAL OF COMPUTATIONAL PHYSICS,5,5.0,https://dx.doi.org/10.1016/j.jcp.2016.12.041
"Machac, D|Reichert, P|Albert, C",2016,Emulation of dynamic simulators with application to hydrology,JOURNAL OF COMPUTATIONAL PHYSICS,5,2.5,https://dx.doi.org/10.1016/j.jcp.2016.02.046
"Hansen, JS|Liu, ZS|Olhoff, N",2001,Shape sensitivity analysis using a fixed basis function finite element approach,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,5,0.29,https://dx.doi.org/10.1007/s001580050183
"Leotardi, C|Serani, A|Iemma, U|Campana, EF|Diez, M",2016,A variable-accuracy metamodel-based architecture for global MDO under uncertainty,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,4,2.0,https://dx.doi.org/10.1007/s00158-016-1423-4
"Zuo, WJ|Huang, K|Bai, JT|Guo, GK",2017,Sensitivity reanalysis of vibration problem using combined approximations method,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,4,4.0,https://dx.doi.org/10.1007/s00158-016-1586-z
"Benzaken, J|Herrema, AJ|Hsu, MC|Evans, JA",2017,A rapid and efficient isogeometric design space exploration framework with application to structural mechanics,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,4,4.0,https://dx.doi.org/10.1016/j.cma.2016.12.026
"Liang, C|Mahadevan, S",2017,Pareto surface construction for multi-objective optimization under uncertainty,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,4,4.0,https://dx.doi.org/10.1007/s00158-016-1619-7
"Lee, SW|Cho, S",2015,Isogeometric configuration design optimization of built-up structures,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,4,1.33,https://dx.doi.org/10.1007/s00158-014-1131-x
"Shadid, JN|Smith, TM|Cyr, EC|Wildey, TM|Pawlowski, RP",2016,Stabilized FE simulation of prototype thermal-hydraulics problems with integrated adjoint-based capabilities,JOURNAL OF COMPUTATIONAL PHYSICS,4,2.0,https://dx.doi.org/10.1016/j.jcp.2016.04.062
"Sylves, K|Maute, K|Dunn, ML",2009,Adhesive surface design using topology optimization,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,4,0.44,https://dx.doi.org/10.1007/s00158-008-0298-4
"Edke, MS|Chang, KH",2011,Shape optimization for 2-D mixed-mode fracture using Extended FEM (XFEM) and Level Set Method (LSM),STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,4,0.57,https://dx.doi.org/10.1007/s00158-010-0616-5
"Horta, LG|Kenny, SP|Crespo, LG|Elliott, KB",2008,NASA Langley's approach to the Sandia's structural dynamics challenge problem,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,4,0.4,https://dx.doi.org/10.1016/j.cma.2007.07.035
"Choi, MJ|Yoon, M|Cho, S",2016,Isogeometric configuration design sensitivity analysis of finite deformation curved beam structures using Jaumann strain formulation,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,4,2.0,https://dx.doi.org/10.1016/j.cma.2016.05.040
"Salloum, M|Alexanderian, A|Le Maitre, OP|Najm, HN|Knio, OM",2012,Simplified CSP analysis of a stiff stochastic ODE system,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,4,0.67,https://dx.doi.org/10.1016/j.cma.2012.01.001
"Blanco, PJ|Feijoo, RA",2009,Sensitivity analysis in kinematically incompatible models,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,4,0.44,https://dx.doi.org/10.1016/j.cma.2009.06.010
"Liu, JK|Cheng, L|To, AC",2017,Arbitrary void feature control in level set topology optimization,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,4,4.0,https://dx.doi.org/10.1016/j.cma.2017.06.021
"Mohammadi, B",2015,Ensemble Kalman Filters and geometric characterization of sensitivity spaces for uncertainty quantification in optimization,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,4,1.33,https://dx.doi.org/10.1016/j.cma.2015.03.006
"Karathanasopoulos, N|Angelikopoulos, P|Papadimitriou, C|Koumoutsakos, P",2017,Bayesian identification of the tendon fascicle's structural composition using finite element models for helical geometries,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,4,4.0,https://dx.doi.org/10.1016/j.cma.2016.10.024
"Bolster, CH|Vadas, PA|Boykin, D",2016,Model parameter uncertainty analysis for an annual field-scale P loss model,JOURNAL OF HYDROLOGY,4,2.0,https://dx.doi.org/10.1016/j.jhydrol.2016.05.009
"Zeng, XB|Kiviat, KL|Sakaguchi, K|Mahmoud, AMA",2012,A toy model for monthly river flow forecasting,JOURNAL OF HYDROLOGY,4,0.67,https://dx.doi.org/10.1016/j.jhydrol.2012.05.053
"Sousedik, B|Elman, HC",2016,Stochastic Galerkin methods for the steady-state Navier-Stokes equations,JOURNAL OF COMPUTATIONAL PHYSICS,4,2.0,https://dx.doi.org/10.1016/j.jcp.2016.04.013
"Hay, A|Pelletier, D|Di Caro, R",2009,Verified predictions of shape sensitivities in wall-bounded turbulent flows by an adaptive finite-element method,JOURNAL OF COMPUTATIONAL PHYSICS,4,0.44,https://dx.doi.org/10.1016/j.jcp.2009.03.022
"Peherstorfer, B|Kramer, B|Willcox, K",2017,Combining multiple surrogate models to accelerate failure probability estimation with expensive high-fidelity models,JOURNAL OF COMPUTATIONAL PHYSICS,4,4.0,https://dx.doi.org/10.1016/j.jcp.2017.04.012
"Rosenthal, WS|Venkataramani, S|Mariano, AJ|Restrepo, JM",2017,Displacement data assimilation,JOURNAL OF COMPUTATIONAL PHYSICS,4,4.0,https://dx.doi.org/10.1016/j.jcp.2016.10.025
"Dekeyser, W|Reiter, D|Baelmans, M",2014,Automated divertor target design by adjoint shape sensitivity analysis and a one-shot method,JOURNAL OF COMPUTATIONAL PHYSICS,4,1.0,https://dx.doi.org/10.1016/j.jcp.2014.08.023
"Chakraborty, S|Chowdhury, R",2017,An efficient algorithm for building locally refined hp - adaptive H-PCFE: Application to uncertainty quantification,JOURNAL OF COMPUTATIONAL PHYSICS,4,4.0,https://dx.doi.org/10.1016/j.jcp.2017.09.024
"Li, WX|Lin, G",2015,An adaptive importance sampling algorithm for Bayesian inversion with multimodal distributions,JOURNAL OF COMPUTATIONAL PHYSICS,4,1.33,https://dx.doi.org/10.1016/j.jcp.2015.03.047
"Sexton, J|Everingham, Y|Inman-Bamber, G",2016,A theoretical and real world evaluation of two Bayesian techniques for the calibration of variety parameters in a sugarcane crop model,ENVIRONMENTAL MODELLING & SOFTWARE,4,2.0,https://dx.doi.org/10.1016/j.envsoft.2016.05.014
"Taroco, E|Feijoo, RA",2004,A unified approach for shape sensitivity analysis of elastic shells,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,4,0.29,https://dx.doi.org/10.1007/s00158-003-0366-8
"van der Veen, G|Langelaar, M|van Keulen, F",2015,Integrated topology and controller optimization of motion systems in the frequency domain,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,4,1.33,https://dx.doi.org/10.1007/s00158-014-1161-4
"Quan, G|Conte, JP|Elgamal, A|Yang, ZH",2009,Finite element response sensitivity analysis of multi-yield-surface J(2) plasticity model by direct differentiation method,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,4,0.44,https://dx.doi.org/10.1016/j.cma.2009.02.030
"Chen, P|Zabaras, N",2013,A nonparametric belief propagation method for uncertainty quantification with applications to flow in random porous media,JOURNAL OF COMPUTATIONAL PHYSICS,3,0.6,https://dx.doi.org/10.1016/j.jcp.2013.05.006
"Bugeda, G",2006,A new adaptive remeshing scheme based on the sensitivity analysis of the SPR point wise error estimation,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,3,0.25,https://dx.doi.org/10.1016/j.cma.2004.10.015
"Saliba, R|Padra, C|Venere, MJ|Taroco, E|Feijoo, RA",2005,Adaptivity in linear elastic fracture mechanics based on shape sensitivity analysis,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,3,0.23,https://dx.doi.org/10.1016/j.cma.2004.06.046
"Narayan, A|Marzouk, Y|Xiu, DB",2012,Sequential data assimilation with multiple models,JOURNAL OF COMPUTATIONAL PHYSICS,3,0.5,https://dx.doi.org/10.1016/j.jcp.2012.06.002
"Gong, W|Duan, QY",2017,An adaptive surrogate modeling-based sampling strategy for parameter optimization and distribution estimation (ASMO-PODE),ENVIRONMENTAL MODELLING & SOFTWARE,3,3.0,https://dx.doi.org/10.1016/j.envsoft.2017.05.005
"Chen, FF|Wang, YQ|Wang, MY|Zhang, YF",2017,Topology optimization of hyperelastic structures using a level set method,JOURNAL OF COMPUTATIONAL PHYSICS,3,3.0,https://dx.doi.org/10.1016/j.jcp.2017.09.040
"Houle, ES|Livneh, B|Kasprzyk, JR",2017,Exploring snow model parameter sensitivity using Sobol' variance decomposition,ENVIRONMENTAL MODELLING & SOFTWARE,3,3.0,https://dx.doi.org/10.1016/j.envsoft.2016.11.024
"Verhoog, R|Ghorbani, A|Dijkema, GPJ",2016,Modelling socio-ecological systems with MAIA: A biogas infrastructure simulation,ENVIRONMENTAL MODELLING & SOFTWARE,3,1.5,https://dx.doi.org/10.1016/j.envsoft.2016.03.011
"Shi, F|Long, H|Zhan, M|Ou, H",2014,Uncertainty analysis on process responses of conventional spinning using finite element method,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,0.75,https://dx.doi.org/10.1007/s00158-014-1061-7
"Song, HY|Yu, KP|Li, XY|Han, JY",2017,Error estimation of load identification based on linear sensitivity analysis and interval technique,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,3.0,https://dx.doi.org/10.1007/s00158-016-1500-8
"Wang, YQ|Ma, JZ|Guan, HD|Zhu, GF",2017,Determination of the saturated film conductivity to improve the EMFX model in describing the soil hydraulic properties over the entire moisture range,JOURNAL OF HYDROLOGY,3,3.0,https://dx.doi.org/10.1016/j.jhydrol.2017.03.063
"Kudo, R|Yoshida, T|Masumoto, T",2017,Uncertainty analysis of impacts of climate change on snow processes: Case study of interactions of GCM uncertainty and an impact model,JOURNAL OF HYDROLOGY,3,3.0,https://dx.doi.org/10.1016/j.jhydrol.2017.03.007
"Jia, GF|Taflanidis, AA|Beck, JL",2015,Non-parametric stochastic subset optimization for design problems with reliability constraints,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,1.0,https://dx.doi.org/10.1007/s00158-015-1300-6
"Daxini, SD|Prajapati, JM",2017,Parametric shape optimization techniques based on Meshless methods: A review,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,3.0,https://dx.doi.org/10.1007/s00158-017-1702-8
"Pugachev, AO",2013,"Application of gradient-based optimization methods for a rotor system with static stress, natural frequency,and harmonic response constraints",STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,0.6,https://dx.doi.org/10.1007/s00158-012-0867-4
"Mundstock, DC|Marczak, RJ",2009,Boundary element sensitivity evaluation for elasticity problems using complex variable method,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,0.33,https://dx.doi.org/10.1007/s00158-008-0283-y
"Wang, XJ|Wang, RX|Chen, XJ|Wang, L|Geng, XY|Fan, WC",2017,Interval prediction of responses for uncertain multidisciplinary system,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,3.0,https://dx.doi.org/10.1007/s00158-016-1601-4
"Loosvelt, L|De Baets, B|Pauwels, VRN|Verhoest, NEC",2014,Assessing hydrologic prediction uncertainty resulting from soft land cover classification,JOURNAL OF HYDROLOGY,3,0.75,https://dx.doi.org/10.1016/j.jhydrol.2014.05.049
"Szulc, K|Zochowski, A",2015,Application of topological derivative to accelerate genetic algorithm in shape optimization of coupled models,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,1.0,https://dx.doi.org/10.1007/s00158-014-1126-7
"Gelleszun, M|Kreye, P|Meon, G",2017,Representative parameter estimation for hydrological models using a lexicographic calibration strategy,JOURNAL OF HYDROLOGY,3,3.0,https://dx.doi.org/10.1016/j.jhydrol.2017.08.015
"Lee, D|Kim, NH|Kim, HS",2016,Validation and updating in a large automotive vibro-acoustic model using a P-box in the frequency domain,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,1.5,https://dx.doi.org/10.1007/s00158-016-1427-0
"Zhang, ZMJ|Khosravi, S|Zingg, DW",2017,High-fidelity aerostructural optimization with integrated geometry parameterization and mesh movement,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,3.0,https://dx.doi.org/10.1007/s00158-016-1562-7
"Kang, Z|Liu, P|Li, M",2017,Topology optimization considering fracture mechanics behaviors at specified locations,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,3,3.0,https://dx.doi.org/10.1007/s00158-016-1623-y
"Schiavazzi, DE|Doostan, A|Iaccarino, G|Marsden, AL",2017,A generalized multi-resolution expansion for uncertainty propagation with application to cardiovascular modeling,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,2,2.0,https://dx.doi.org/10.1016/j.cma.2016.09.024
"Lewis, PK|Mattson, CA",2013,An optimization-based method for designing modular systems that traverse dynamic s-Pareto frontiers,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,0.4,https://dx.doi.org/10.1007/s00158-013-0924-7
"Li, LY|Lu, ZZ",2017,Variance-based sensitivity analysis for models with correlated inputs and its state dependent parameter solution,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,2.0,https://dx.doi.org/10.1007/s00158-017-1699-z
"Kobelev, V",2007,Sensitivity analysis of the linear nonconservative systems with fractional damping,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,0.18,https://dx.doi.org/10.1007/s00158-006-0064-4
"Abe, K|Koro, K",2006,A topology optimization approach using VOF method,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,0.17,https://dx.doi.org/10.1007/s00158-005-0582-5
"Gao, T|Qiu, LB|Zhang, WH",2017,Topology optimization of continuum structures subjected to the variance constraint of reaction forces,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,2.0,https://dx.doi.org/10.1007/s00158-017-1742-0
"Kaminski, M",2010,Structural design sensitivity using boundary elements and polynomial response function,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,0.25,https://dx.doi.org/10.1007/s00158-009-0402-4
"Noel, L|Duysinx, P|Maute, K",2017,Level set topology optimization considering damage,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,2.0,https://dx.doi.org/10.1007/s00158-017-1724-2
"Wang, ZQ",2017,Piecewise point classification for uncertainty propagation with nonlinear limit states,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,2.0,https://dx.doi.org/10.1007/s00158-017-1664-x
"Mara, TA|Belfort, B|Fontaine, V|Younes, A",2017,Addressing factors fixing setting from given data: A comparison of different methods,ENVIRONMENTAL MODELLING & SOFTWARE,2,2.0,https://dx.doi.org/10.1016/j.envsoft.2016.10.004
"Romero, J|Queipo, N",2017,Reliability-based and deterministic design optimization of a FSAE brake pedal: a risk allocation analysis,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,2.0,https://dx.doi.org/10.1007/s00158-017-1747-8
"Zaman, K|Dey, PR",2017,Likelihood-based representation of epistemic uncertainty and its application in robustness-based design optimization,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,2.0,https://dx.doi.org/10.1007/s00158-017-1684-6
"Anagnostopoulos, V|Petropoulos, GP|Ireland, G|Carlson, TN",2017,A modernized version of a 1D soil vegetation atmosphere transfer model for improving its future use in land surface interactions studies,ENVIRONMENTAL MODELLING & SOFTWARE,2,2.0,https://dx.doi.org/10.1016/j.envsoft.2017.01.004
"Wang, Y|Brubaker, K",2015,Multi-objective model auto-calibration and reduced parameterization: Exploiting gradient-based optimization tool for a hydrologic model,ENVIRONMENTAL MODELLING & SOFTWARE,2,0.67,https://dx.doi.org/10.1016/j.envsoft.2015.04.001
"Han, SS|Coulibaly, P",2017,Bayesian flood forecasting methods: A review,JOURNAL OF HYDROLOGY,2,2.0,https://dx.doi.org/10.1016/j.jhydrol.2017.06.004
"Van Hoey, S|Seuntjens, P|van der Kwast, J|Nopens, I",2014,A qualitative model structure sensitivity analysis method to support model selection,JOURNAL OF HYDROLOGY,2,0.5,https://dx.doi.org/10.1016/j.jhydrol.2014.09.052
"Ahmadisharaf, E|Kalyanapu, AJ|Thames, BA|Lillywhite, J",2016,A probabilistic framework for comparison of dam breach parameters and outflow hydrograph generated by different empirical prediction methods,ENVIRONMENTAL MODELLING & SOFTWARE,2,1.0,https://dx.doi.org/10.1016/j.envsoft.2016.09.022
"Alwan, A|Aluru, NR",2013,Improved statistical models for limited datasets in uncertainty quantification using stochastic collocation,JOURNAL OF COMPUTATIONAL PHYSICS,2,0.4,https://dx.doi.org/10.1016/j.jcp.2013.08.024
"Xie, HH|Zhou, T",2015,A multilevel finite element method for Fredholm integral eigenvalue problems,JOURNAL OF COMPUTATIONAL PHYSICS,2,0.67,https://dx.doi.org/10.1016/j.jcp.2015.09.043
"Kuci, E|Henrotte, F|Duysinx, P|Geuzaine, C",2017,Design sensitivity analysis for shape optimization based on the Lie derivative,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,2,2.0,https://dx.doi.org/10.1016/j.cma.2016.12.036
"Babuska, I|Motamed, M",2016,A fuzzy-stochastic multiscale model for fiber composites A one-dimensional study,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,2,1.0,https://dx.doi.org/10.1016/j.cma.2015.12.016
"Kennedy, GJ",2016,A full-space barrier method for stress-constrained discrete material design optimization,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,1.0,https://dx.doi.org/10.1007/s00158-016-1428-z
"Meldi, M|Sagaut, P",2014,An adaptive numerical method for solving EDQNM equations for the analysis of long-time decay of isotropic turbulence,JOURNAL OF COMPUTATIONAL PHYSICS,2,0.5,https://dx.doi.org/10.1016/j.jcp.2014.01.002
"Arcucci, R|D'Amore, L|Pistoia, J|Toumi, R|Murli, A",2017,On the variational data assimilation problem solving and sensitivity analysis,JOURNAL OF COMPUTATIONAL PHYSICS,2,2.0,https://dx.doi.org/10.1016/j.jcp.2017.01.034
"Liao, QF|Lin, G",2016,Reduced basis ANOVA methods for partial differential equations with high-dimensional random inputs,JOURNAL OF COMPUTATIONAL PHYSICS,2,1.0,https://dx.doi.org/10.1016/j.jcp.2016.04.029
"Munk, DJ|Kipouros, T|Vio, GA|Steven, GP|Parks, GT",2017,Topology optimisation of micro fluidic mixers considering fluid-structure interactions with a coupled Lattice Boltzmann algorithm,JOURNAL OF COMPUTATIONAL PHYSICS,2,2.0,https://dx.doi.org/10.1016/j.jcp.2017.08.008
"Yang, Y|Zhu, M|Shields, MD|Guest, JK",2017,Topology optimization of continuum structures subjected to filtered white noise stochastic excitations,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,2,2.0,https://dx.doi.org/10.1016/j.cma.2017.06.015
"Abgrall, R|Congedo, PM|Geraci, G|Rodio, MG",2015,Stochastic Discrete Equation Method (sDEM) for two-phase flows,JOURNAL OF COMPUTATIONAL PHYSICS,2,0.67,https://dx.doi.org/10.1016/j.jcp.2015.06.013
"Wang, D",2014,Sensitivity analysis of structural response to position of external applied load: in plane stress condition,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,0.5,https://dx.doi.org/10.1007/s00158-014-1075-1
"Liu, JK|To, AC",2017,Topology optimization for hybrid additive-subtractive manufacturing,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,2.0,https://dx.doi.org/10.1007/s00158-016-1565-4
"Kurdi, MH|Beran, PS",2009,Optimization of dynamic response using a monolithic-time formulation,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,0.22,https://dx.doi.org/10.1007/s00158-008-0316-6
"Zhou, JX|Wang, XM|Zhang, ZQ|Zhang, L",2006,On the enhancement of computation and exploration of discretization approaches for meshless shape design sensitivity analysis,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,2,0.17,https://dx.doi.org/10.1007/s00158-005-0540-2
"Wang, YX|Chang, KH",2015,Continuum shape sensitivity analysis and what-if study for two-dimensional multi-scale crack propagation problems using bridging scale decomposition,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,1,0.33,https://dx.doi.org/10.1007/s00158-014-1100-4
"Peng, X|Li, JQ|Jiang, SF",2017,Unified uncertainty representation and quantification based on insufficient input data,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,1,1.0,https://dx.doi.org/10.1007/s00158-017-1722-4
"Hansen, JS|Lund, E",2003,Structural natural-frequency shape-sensitivity analysis: a fixed-basis-function finite-element approach,STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,1,0.07,https://dx.doi.org/10.1007/s00158-003-0287-6
"Asaadi, E|Heyns, PS",2017,A computational framework for Bayesian inference in plasticity models characterisation,COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,1,1.0,https://dx.doi.org/10.1016/j.cma.2017.04.017
"Bates, BC|Aryal, SK",2014,A similarity index for storm runoff due to saturation excess overland flow,JOURNAL OF HYDROLOGY,1,0.25,https://dx.doi.org/10.1016/j.jhydrol.2014.03.021
"Loizu, J|Alvarez-Mozos, J|Casali, J|Goni, M",2016,Evaluation of TOPLATS on three Mediterranean catchments,JOURNAL OF HYDROLOGY,1,0.5,https://dx.doi.org/10.1016/j.jhydrol.2016.05.025
"Xi, ML|Lu, DA|Gui, DW|Qi, ZM|Zhang, GN",2017,Calibration of an agricultural-hydrological model (RZWQM2) using surrogate global optimization,JOURNAL OF HYDROLOGY,1,1.0,https://dx.doi.org/10.1016/j.jhydrol.2016.11.051
"Taverniers, S|Tartakovsky, DM",2017,Impact of parametric uncertainty on estimation of the energy deposition into an irradiated brain tumor,JOURNAL OF COMPUTATIONAL PHYSICS,1,1.0,https://dx.doi.org/10.1016/j.jcp.2017.07.008
"Fusi, F|Congedo, PM",2016,An adaptive strategy on the error of the objective functions for uncertainty-based derivative-free optimization,JOURNAL OF COMPUTATIONAL PHYSICS,1,0.5,https://dx.doi.org/10.1016/j.jcp.2016.01.004
"Babaee, H|Choi, M|Sapsis, TP|Karniadakis, GE",2017,A robust bi-orthogonal/dynamically-orthogonal method using the covariance pseudo-inverse with application to stochastic flow problems,JOURNAL OF COMPUTATIONAL PHYSICS,1,1.0,https://dx.doi.org/10.1016/j.jcp.2017.04.057
"Koutsourelakis, PS",2016,"Variational Bayesian strategies for high-dimensional, stochastic design problems",JOURNAL OF COMPUTATIONAL PHYSICS,1,0.5,https://dx.doi.org/10.1016/j.jcp.2015.12.031
